Folder Name,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,Left_Elbow_Angle_sin,Left_Elbow_Angle_cos,Left_Shoulder_Angle_sin,Left_Shoulder_Angle_cos,Left_Knee_Angle_sin,Left_Knee_Angle_cos,Left_Hip_Angle_sin,Left_Hip_Angle_cos,Left_Ankle_Angle_sin,Left_Ankle_Angle_cos,Right_Elbow_Angle_sin,Right_Elbow_Angle_cos,Right_Shoulder_Angle_sin,Right_Shoulder_Angle_cos,Right_Knee_Angle_sin,Right_Knee_Angle_cos,Right_Hip_Angle_sin,Right_Hip_Angle_cos,Right_Ankle_Angle_sin,Right_Ankle_Angle_cos
sukhasana,0.516532695,0.220544505,-0.370884472,0.53294979,0.205614067,-0.262941945,0.48813057,0.177116815,-0.24667652,0.583696577,0.220352437,0.29859259,0.468361776,0.199312612,0.372160606,0.624280979,0.375907217,0.182018365,0.379498832,0.411791241,0.320664179,0.569083679,0.582673909,0.654378231,0.424617744,0.572805086,0.837234258,0.762888499,0.690443392,0.153786021,0.206861668,0.697985984,0.261568469,0.557529283,0.674460633,-0.011257735,0.448693449,0.657339644,0.01063194,0.598981453,0.643111397,-2.831655437,0.353426236,0.529041501,-2.597795074,0.348906468,0.573846207,-2.064148709,0.63007732,0.692955658,-2.379101407,0.109263588,-0.994012811,0.540813937,0.84114225,0.000681259,0.999999768,0.93618468,0.351508528,0.099761566,0.995011372,0.186750329,-0.982407408,0.315395952,0.948960164,0.237137933,0.971475991,0.999738391,0.022872468,0.161829932,0.986818663
sukhasana,0.417115788,0.205496055,0.132278677,0.409802319,0.197568353,0.223784919,0.39017337,0.169714085,0.166793424,0.409226995,0.208595787,0.598650019,0.343487092,0.190844748,0.28987448,0.488902378,0.349025863,0.349852275,0.256828356,0.408282127,0.069420968,0.487707555,0.557568937,0.726062643,0.330961375,0.567747862,0.570417072,0.765174953,0.665011635,0.227569009,0.142207812,0.681501889,0.358559512,0.481579622,0.649427522,0.23150814,0.382284204,0.646573176,-0.232170882,0.611434504,0.672859417,-0.774512556,0.324145433,0.55269748,-1.758194528,0.367248918,0.601184742,-0.658006704,0.536972245,0.666536895,-0.561955384,0.067742743,-0.997702822,0.661681712,0.749784844,0.320287777,0.947320294,0.99746305,-0.071186117,0.131992725,0.991250685,0.082497273,-0.99659129,0.334840794,0.942274717,0.406363938,0.913711306,0.966406708,-0.257017653,0.032978048,0.999456076
sukhasana,0.489069022,0.197607322,-0.335658009,0.501575821,0.188499019,-0.289296364,0.479575223,0.163465279,-0.274321085,0.543810149,0.200808159,-0.07564073,0.477145463,0.184678819,0.002755263,0.579833317,0.349869221,-0.119646642,0.418629241,0.396648469,-0.098238144,0.539943722,0.562114209,0.262296328,0.424608078,0.544653986,0.436665614,0.793653034,0.661154252,-0.04780093,0.185101306,0.655462399,0.057842456,0.556056174,0.641768902,0.034703602,0.482306833,0.624718081,-0.035679424,0.621838216,0.660361463,-1.483293429,0.360431275,0.512609416,-1.09576379,0.430192011,0.60196785,-0.872438639,0.580867823,0.691911779,-1.150552919,0.162695384,-0.986676346,0.510367891,0.859956171,0.472702111,0.881222284,0.992835139,-0.119492206,0.233164666,0.972437267,0.151590465,-0.988443388,0.526081451,0.850434187,0.450668134,0.892691567,0.998016107,-0.062959121,0.270144353,0.962819832
sukhasana,0.49852356,0.23533293,0.329834634,0.527919517,0.223813612,0.473636521,0.465233909,0.193772594,0.464514658,0.591734119,0.236893887,1.254073836,0.438956134,0.219266894,1.192220979,0.646111542,0.403266985,1.247045551,0.347894548,0.418620809,0.994993402,0.652337962,0.596813465,1.176888631,0.296741047,0.565360282,0.791387931,0.540054987,0.575793813,0.115772115,0.414659522,0.574838857,-0.213905917,0.57783258,0.685924826,0.328188808,0.437358182,0.659448056,-0.329628612,0.736258113,0.672654259,-1.303486242,0.249653015,0.502439575,-1.836258073,0.390525334,0.59449845,-1.2357683,0.579849945,0.679323458,-1.150552919,0.816484077,0.577367951,0.779896197,0.625908876,0.296390022,0.95506699,0.969496742,0.245104199,0.212599701,0.97713938,0.82580007,0.563962981,0.746141395,0.665787518,0.28838553,0.957514379,0.972599267,0.232487991,0.287553398,0.957764607
sukhasana,0.431936855,0.19508799,0.601658875,0.459260224,0.18878337,0.810466582,0.407521864,0.167351195,0.8268671,0.515012825,0.204511894,1.751540605,0.394385018,0.192277693,1.830684506,0.611133968,0.369348234,1.458930756,0.297902953,0.417857222,1.607021609,0.618377232,0.556605013,1.172029618,0.298147299,0.549816805,1.191948894,0.520827457,0.51614004,0.355668774,0.414724363,0.501002073,0.156595248,0.577587954,0.641090011,-0.074757617,0.439384772,0.632253298,0.073045069,0.653608183,0.649452027,-3.788265047,0.352537361,0.513914093,-3.398118015,0.390525334,0.59449845,-1.2357683,0.66739967,0.69487966,-3.317861991,0.689189528,0.724581117,0.750153168,0.661264111,0.296390022,0.95506699,0.999784459,-0.020761373,0.212599701,0.97713938,0.726665084,0.686991889,0.764793755,0.644275183,0.377148716,0.926152712,0.991766107,0.128062443,0.200217792,0.979751415
sukhasana,0.423678028,0.164441456,-0.967177635,0.423873708,0.152319209,-0.926856898,0.385057657,0.134499197,-1.014972954,0.442219874,0.163004972,-0.615142448,0.355348098,0.158013864,-1.077299854,0.495946818,0.285822315,-0.378920714,0.265025963,0.347301403,-1.056753397,0.440247079,0.51747141,0.194147324,0.347450277,0.537945065,-0.551902306,0.749354465,0.579777731,0.033302955,0.164307876,0.646209712,-0.496703816,0.484665448,0.58501584,0.222730599,0.401238522,0.588794747,-0.221776574,0.634088612,0.598826952,-0.488364473,0.324611336,0.564582459,-1.264047307,0.37580623,0.586353795,-0.915970609,0.52323973,0.648628579,-0.751649833,0.691035791,-0.722820542,0.440621649,0.897692911,0.461287101,0.887250928,0.999423613,-0.033947642,0.290400792,0.956905105,0.144598127,-0.989490466,0.347208398,0.937787998,0.605122806,0.796132143,0.843743203,-0.536747061,0.182449585,0.98321521
sukhasana,0.47647584,0.194204292,-0.426450627,0.483957815,0.176862709,-0.366079531,0.452524936,0.157897263,-0.372844087,0.518777099,0.182618103,-0.047425149,0.432086298,0.177739026,-0.083805495,0.576757405,0.348183468,-0.170838866,0.348739703,0.372974645,-0.164372727,0.547926584,0.568415709,0.176013864,0.391694535,0.546326109,0.3342367,0.815947795,0.676200486,-0.21846872,0.153875335,0.673299335,-0.016609642,0.532979545,0.636785036,0.066517068,0.42931776,0.623832787,-0.066798023,0.637725646,0.670257509,-1.162211733,0.322160477,0.539549268,-1.581212992,0.38329231,0.58999763,-1.119790802,0.557472206,0.65710411,-0.879092825,0.136444501,-0.990647716,0.614198374,0.78915167,0.355546687,0.934658522,0.998453717,-0.055589351,0.085906614,0.996303194,0.246224073,-0.969212931,0.354109005,0.935204155,0.374794254,0.927108013,0.962184314,-0.27239924,0.00949404,0.999954931
sukhasana,0.694338169,0.162835126,-0.097222117,0.712208031,0.163127367,-0.086085666,0.704246664,0.139940531,0.063033185,0.800275821,0.180886532,-0.046194658,0.747667166,0.160010863,0.769414289,0.774050023,0.332796625,-0.802920784,0.642920917,0.380540457,1.252461131,0.582236339,0.535539872,-1.037280169,0.552233934,0.484033286,1.879992568,0.629261063,0.629655354,-1.534068267,0.218222316,0.55585035,1.000465715,0.699908093,0.644749154,-1.359576382,0.626691808,0.615681918,1.354316674,0.49380822,0.615244841,-3.182828157,0.371046846,0.427495727,1.771045953,0.333767933,0.563381872,-1.461079322,0.57826254,0.631968689,0.16671769,0.110237541,-0.993905269,0.319767686,0.947495977,0.248584191,-0.968610293,0.98680752,-0.161897863,0.203736605,0.979025738,0.31063334,-0.950529814,0.79052178,0.612433928,0.246668237,0.969099985,0.973840116,0.227234303,0.417456407,0.908696951
sukhasana,0.494505074,0.170737512,0.193508613,0.506163891,0.165783002,0.255108745,0.4839199,0.147934138,0.277587012,0.550401976,0.186109354,0.459353178,0.488690293,0.178934181,0.581813188,0.588936117,0.37682221,0.224754266,0.427855337,0.419511401,0.396412371,0.51986054,0.623168481,0.576767751,0.454648746,0.591602268,0.855212282,0.801846709,0.652771948,0.244127339,0.195637605,0.649207784,0.373118451,0.566912897,0.664526088,-0.061802693,0.492753991,0.652976102,0.061114259,0.646869707,0.669764785,-1.035588695,0.34778191,0.527967603,-0.481887511,0.449526128,0.585734754,-0.378169289,0.572406371,0.682103618,-0.378274008,0.729830648,-0.683627987,0.306372739,0.951911627,0.230733649,0.973016949,0.999797398,-0.020128655,0.091615214,0.995794483,0.589462898,-0.807795452,0.392883825,0.919588114,0.231188661,0.972908939,0.998402806,0.056496342,0.154250354,0.988031795
sukhasana,0.397402818,0.178472893,0.240058636,0.422072816,0.173816131,0.38587696,0.377087334,0.150689974,0.384370658,0.482847917,0.196446785,1.03028233,0.363772971,0.183189715,1.009873167,0.560171309,0.370587493,0.815518415,0.286363307,0.412566309,0.743230287,0.508805555,0.607089783,0.980640037,0.342314186,0.593379499,0.997591078,0.514721842,0.663163914,-0.020776382,0.314508699,0.665193618,0.05771243,0.525830123,0.662386335,0.207412211,0.404099919,0.649809828,-0.208201511,0.700124572,0.669492274,-1.64552673,0.246274368,0.535755347,-1.88648235,0.390525334,0.59449845,-1.2357683,0.579849945,0.679323458,-1.150552919,0.915172452,-0.403062506,0.458634672,0.888624914,0.296390022,0.95506699,0.996200917,0.087084635,0.212599701,0.97713938,0.841369156,-0.540460862,0.386097616,0.922457929,0.28838553,0.957514379,0.997997292,0.063256662,0.287553398,0.957764607
sukhasana,0.366391744,0.207252419,-0.820629709,0.366186979,0.196943023,-0.735936963,0.331095238,0.172048518,-0.791845684,0.379346847,0.213704859,-0.237337104,0.284663129,0.20272694,-0.547198198,0.476336593,0.376316448,-0.041125744,0.203988352,0.430515214,-0.60215974,0.396301518,0.604043876,0.102187657,0.308974795,0.597964517,-0.564759689,0.714414623,0.602727975,-0.816995735,0.203830888,0.60311829,-1.522927277,0.472675515,0.657153467,0.514300408,0.35810816,0.651592088,-0.511545166,0.629986159,0.588378376,-0.417214048,0.388530746,0.487234502,-2.462330175,0.397779749,0.595847582,-0.666422577,0.626621313,0.677623585,-2.140154002,0.944454487,-0.328642239,0.270329524,0.962767858,0.223904454,0.9746111,0.955596617,0.29467797,0.394415879,0.918932051,0.843170619,-0.53764608,0.263411405,0.964683591,0.836777386,0.547543245,0.014719903,0.999891656,0.307359481,0.951593479
sukhasana,0.482237618,0.198386899,0.22581434,0.517867004,0.184633098,0.434889907,0.450404615,0.167203028,0.465409207,0.588516247,0.198965909,1.507509566,0.431663002,0.191319786,1.647032029,0.656876786,0.348374354,1.322766882,0.325838239,0.388678812,1.610664277,0.628724428,0.569169817,0.766034432,0.355274416,0.556784564,0.897227542,0.527160791,0.494033687,-0.157400576,0.431328338,0.482459924,-0.566519501,0.600610536,0.645293048,-0.113978417,0.455232003,0.635446998,0.113513416,0.685305181,0.602873486,-4.334928539,0.329971196,0.484836891,-4.160158789,0.343515712,0.605907085,-3.314208722,0.66935342,0.675173163,-3.524626624,0.750715677,0.66062544,0.607895273,0.794017215,0.171376791,0.98520556,0.948165165,0.31777794,0.276448327,0.961028783,0.764025481,0.645186069,0.56515435,0.824985188,0.144803468,0.989460437,0.940760404,0.33907206,0.218838542,0.975761084
sukhasana,0.496156301,0.204412717,0.017036283,0.516945092,0.197201943,0.036242771,0.515015062,0.171501809,0.200942582,0.622121538,0.210282481,0.077903108,0.566299252,0.19537891,0.984010585,0.688466766,0.359302541,-0.655878227,0.526385384,0.442156457,1.308820604,0.596236786,0.581846112,-1.104106939,0.544976517,0.592190859,1.995610118,0.685159537,0.644046703,-1.816089685,0.221846854,0.660031244,1.141978697,0.698681772,0.658406261,-1.399369556,0.604451943,0.641681771,1.395431429,0.527774896,0.714285394,-3.833847402,0.326786902,0.527880192,1.273038526,0.387078536,0.609332271,-0.781100811,0.583191835,0.700336496,0.904637194,0.590046028,-0.807369609,0.014233034,0.999898705,0.569082874,-0.822280173,0.831122774,-0.556088963,0.04915912,0.99879096,0.705867189,-0.708344204,0.547976624,0.836493646,0.28838553,0.957514379,0.976098494,0.217328623,0.202689171,0.979243126
sukhasana,0.475643774,0.198164781,0.146060559,0.497956586,0.191134467,0.24872956,0.455112047,0.164231061,0.254968481,0.553100791,0.208353573,0.737155122,0.438156014,0.192041825,0.767900872,0.604543718,0.380765906,0.517138218,0.344684087,0.420225299,0.585729812,0.528647372,0.59252388,0.839297793,0.399983787,0.571838739,0.90111026,0.759072728,0.626601808,0.174563885,0.174914042,0.61541297,0.040890372,0.543818839,0.652117838,0.025439385,0.438559086,0.634540186,-0.024727434,0.629534579,0.634035611,-1.695317998,0.331989324,0.481166208,-1.519239688,0.350911178,0.597440541,-1.605700361,0.626455148,0.698065497,-1.693659882,0.566358588,-0.824158935,0.443706948,0.896171939,0.233294037,0.972406238,0.967705735,0.252082545,0.213119546,0.97702613,0.602303812,-0.798266947,0.365812969,0.930688386,0.228221826,0.973609161,0.960900613,0.276893504,0.328673855,0.944443485
sukhasana,0.503540778,0.219515268,-0.998495653,0.525840333,0.207656746,-0.881613032,0.482349022,0.182275725,-0.867132833,0.586310185,0.219432307,-0.288469637,0.473470895,0.203405333,-0.2192537,0.637691947,0.401301444,-0.319439729,0.366331905,0.435475393,-0.223393421,0.618360173,0.60046388,-0.706325615,0.36230105,0.587812236,-0.3593975,0.857514742,0.621078688,-2.094457232,0.153634505,0.630651168,-1.685763668,0.58702455,0.672802531,0.018453944,0.465728512,0.65715903,-0.019313117,0.684594577,0.624708905,-2.680828445,0.321353019,0.513822673,-2.20050314,0.416069438,0.605788508,-1.958668908,0.620919558,0.705286295,-1.961962749,0.322448726,-0.946586931,0.654866605,0.755744487,0.143959448,0.989583588,0.935475305,0.353392068,0.2935029,0.955958183,0.197011556,-0.980401166,0.634303943,0.773083765,0.205516373,0.978653678,0.971332372,0.23772552,0.238932186,0.971036256
sukhasana,0.399695612,0.226630695,-0.586232377,0.409810033,0.208434765,-0.500392869,0.374758103,0.186504122,-0.549188614,0.434253646,0.210916942,0.061176133,0.33761663,0.1976103,-0.207958177,0.507476599,0.327192513,0.179267381,0.24114329,0.373154106,-0.250283706,0.472391316,0.544922641,0.500596398,0.312629463,0.537563757,0.087965747,0.755730735,0.638758778,-0.096408004,0.145396906,0.653662155,-0.393235081,0.481636929,0.617224873,0.355571234,0.363132194,0.611743709,-0.355704883,0.636637932,0.670512276,-1.116642025,0.324302084,0.563281182,-2.463271039,0.375509867,0.571782949,-0.450084327,0.510084821,0.637715869,-0.545815854,0.337619854,-0.941282547,0.584550557,0.811357286,0.297874938,0.954604903,0.994582606,-0.10394922,0.000310726,0.999999952,0.077343402,-0.997004513,0.344251085,0.938877623,0.604043935,0.796951017,0.756068779,-0.654492171,0.239048742,0.971007569
sukhasana,0.472963722,0.205288034,-0.476921934,0.48953781,0.19254285,-0.387686138,0.452802245,0.169410827,-0.368527063,0.538039703,0.204686871,0.072320348,0.443109704,0.197118563,0.166029153,0.601961444,0.370561798,-0.075184227,0.374813723,0.419019401,0.094799427,0.520133768,0.591173985,0.063615535,0.423973268,0.574912781,0.337538587,0.786999423,0.635795546,-0.705136675,0.178489909,0.637714107,-0.567938874,0.567462481,0.659426565,0.004273048,0.456915704,0.645725322,-0.003396712,0.634499584,0.648872078,-1.881255187,0.382132432,0.527055079,-1.973902951,0.400795405,0.627154475,-1.27139003,0.608083023,0.676773467,-1.169260722,0.682407478,-0.730971979,0.30186523,0.953350608,0.401084736,0.916040957,0.994928386,0.100585816,0.343602533,0.939115168,0.571362229,-0.820697998,0.351111561,0.936333633,0.329169086,0.944270995,0.998966139,-0.045460462,0.137886305,0.990448064
